img_path|caption
dev-457-3-img0|puppies sleeping on the bed.
dev-98-2-img0|a bird in the water and it is holding a bottle with its mouth.
dev-157-3-img0|three birds in the water.
dev-330-0-img0|birds, plants and trees.
dev-360-3-img0|three dogs on the red color cloth. In the background, we can see the wall.
dev-360-2-img0|A small white dog sits proudly on a multicolored blanket, its big ears perked up. The dog's nose is black, and its eyes are shiny. The blanket is black and pink, with a plaid pattern. The dog has long whiskers and a pink belly. The person holding the dog has white fur and a black nose. The wall behind the dog is yellow and brown. The dog is wearing a pink and black sweater.
dev-330-0-img0|birds, plants and trees.
dev-330-0-img0|birds, plants and trees.
dev-330-0-img1|A bird with a long beak stands gracefully in the water, its green body contrasted against the murky green water. The bird's long orange beak and grey wings are prominent features, while its white chest and black tail feathers create a striking contrast against its green body. Leaves float effortlessly in the water, mirroring the bird's effortless movement. The pelican's feet are webbed, and its tail feathers are long and flowing. The bird's eye is left open, its legs are skinny, and its neck is elongated. The water reflects the sun, creating a serene atmosphere, and the bird's presence brings joy to all who encounter it.
dev-511-0-img0|a dog sitting on the seat of a car.
dev-75-3-img1|a dog on the floor. In the background we can see a sofa and a wall.
dev-511-0-img1|A black and white dog sits comfortably in a cardboard box. The dog's head is peeking out of the box, its black nose pointed forward. A pen is near the dog, and a pet carrier is on its back. The dog's right eye is open, and its tan coat is visible. A black dog is walking beside the white dog, and its collar is visible. The white dog has a blue collar around its neck, and the black dog has a collar on its neck. The white dog is much shorter than the black dog.
dev-410-1-img0|two birds on the ground, here is the water, here is the duck, here are the plants, here are the flowers.
dev-809-2-img1|a bird in the water.
dev-157-1-img0|A white bird with a long beak rests peacefully on the calm water. Its long neck extends gracefully, and its white feathers shimmer in the sunlight. The bird's beak, a vibrant orange, contrasts beautifully against its white plumage. Ripples dance beneath the surface, mirroring the bird's gentle movements. The water, a serene blue, reflects the sky above, creating a tranquil atmosphere. The bird's eyes, a deep, piercing black, gleam with life. Its long, orange beak and sharp claws dig into the water, while its white leg extends outwards. The water ripples with the bird's movement, creating small ripples that dance in the wind. The bird's wings, gracefully extended, soar through the air, its white feathers gleaming in the sunlight.
dev-271-0-img1|a dog on the bed. We can also see the pillows, a lamp and a plant.
dev-360-3-img0|three dogs on the red color cloth. In the background, we can see the wall.
dev-360-3-img0|three dogs on the red color cloth. In the background, we can see the wall.
dev-157-2-img0|A white bird with a long beak flies over a body of water. The bird has white and black tail feathers, yellow webbed feet, and a black eye on the side of its head. The water below the bird is dark blue, and ripples in the water. The bird's wing is spread out, and its tail feathers are being used to slow down. The bird is hunting for fish, and its claws are used to grab fish. The bird is also watching for predators, and its head is kept on alert.
dev-161-1-img0|three birds on the water. In the background we can see plants.
dev-330-0-img1|A bird with a long beak stands gracefully in the water, its green body contrasted against the murky green water. The bird's long orange beak and grey wings are prominent features, while its white chest and black tail feathers create a striking contrast against its green body. Leaves float effortlessly in the water, mirroring the bird's effortless movement. The pelican's feet are webbed, and its tail feathers are long and flowing. The bird's eye is left open, its legs are skinny, and its neck is elongated. The water reflects the sun, creating a serene atmosphere, and the bird's presence brings joy to all who encounter it.
dev-360-3-img0|three dogs on the red color cloth. In the background, we can see the wall.
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand.
dev-36-0-img0|A caregiver administering nutrition or medication through a gastrostomy tube (G-tube) to a child, demonstrating safe and careful medical support at home.
dev-330-0-img1|A bird with a long beak stands gracefully in the water, its green body contrasted against the murky green water. The bird's long orange beak and grey wings are prominent features, while its white chest and black tail feathers create a striking contrast against its green body. Leaves float effortlessly in the water, mirroring the bird's effortless movement. The pelican's feet are webbed, and its tail feathers are long and flowing. The bird's eye is left open, its legs are skinny, and its neck is elongated. The water reflects the sun, creating a serene atmosphere, and the bird's presence brings joy to all who encounter it.
dev-330-0-img1|A bird with a long beak stands gracefully in the water, its green body contrasted against the murky green water. The bird's long orange beak and grey wings are prominent features, while its white chest and black tail feathers create a striking contrast against its green body. Leaves float effortlessly in the water, mirroring the bird's effortless movement. The pelican's feet are webbed, and its tail feathers are long and flowing. The bird's eye is left open, its legs are skinny, and its neck is elongated. The water reflects the sun, creating a serene atmosphere, and the bird's presence brings joy to all who encounter it.
dev-352-0-img1|A close-up of a bird with a long beak, showcasing its vibrant white feathers and intricate black lines on its head. The bird's eye, a small black orb, shines brightly, reflecting the green leaves that surround it. The fern leaf next to the bird is mirrored on its right, creating a sense of balance and symmetry. The bird's wing and tail feathers are white, adorned with black stripes, while its beak is long and gray. The stomach of the bird is white, and its feathers next to the green leaves are green. The bird sits comfortably in the grass, its head resting on its wing.
dev-809-3-img0|A brown and white pelican stands proudly on a wooden pier, its long beak dipping into the bright blue ocean water. The bird's large feet are firmly planted on the wood, and its tail feathers flow gracefully behind it. The pelican's beak is white, and its long neck curves gracefully. The water next to the dock is bright blue, and the waves lap gently against the shore. The pier is long and wooden, with a white line running along its length. The shadow of the bird and the pier are cast upon the water, creating a sense of tranquility.
dev-922-2-img0|Two ducks stand gracefully in a field of tall, green grass. The sun shines upon their backs, illuminating their orange beaks and the vibrant leaves that adorn the surrounding landscape. The leaves of the tree are green, mirroring the hue of the grass below. The bird's chest is white, and its black feathers create a striking contrast against its gray plumage. The ducks' eyes are black, reflecting the serene beauty of the moment. Their feet are orange, and their beaks are orange, matching the vibrant color of the leaves. The field of tall grass is lush and verdant, providing a perfect backdrop for the presence of these graceful creatures.
dev-1047-3-img1|a person's hand holding a syringe.
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand.
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand.
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand.
dev-361-2-img0|a dog on the grass. We can also see some plants.
dev-130-0-img0|a dog on the grass. We can also see a ball and a group of trees.
dev-361-0-img0|two dogs on the grass.
dev-130-3-img0|a dog on the grass.
dev-1013-2-img1|A brown beagle dog on a leash sniffs the green grass in a field. The dog is wearing a red harness and a red leash. Its tail is white and bushy, and its ears are floppy. The dog's nose is black, and its eyes are focused on the grass. The dog's leg is extended, and its back leg is raised. The leash is attached to the harness, and the harness is red. The grass is green and lush, and the dog's head is touching the ground.
dev-330-0-img0|birds, plants and trees.
dev-922-1-img1|three birds on the grass.
dev-130-1-img1|a dog holding a ball in its mouth. In the background there is grass.
dev-361-2-img0|a dog on the grass. We can also see some plants.
dev-361-2-img0|a dog on the grass. We can also see some plants.
dev-330-1-img1|A close-up of a bird with a long beak and fluffy feathers. The bird's beak is grey and orange, with a crack between the top and bottom portions. The bird's feathers are white and grey, and its neck has fluffy feathers. The bird's eye is bright and expressive, and its right eye is closed. The bird's head is tilted upwards, and its tail feathers are extended. The bird's wings are spread out, and its grey downy neck feathers are visible.
dev-361-2-img0|a dog on the grass. We can also see some plants.
dev-510-2-img1|A woman holding a large bottle of beer.
dev-243-1-img1|Two ducks stand side by side in a field, their orange legs and red and orange bill prominent. The green and brown ground provides a contrasting backdrop to the vibrant bird life. The white, black, and gray duck, with its distinctive black spot on its eye, adds a touch of whimsy to the scene. The large gray duck, with its long neck and orange webbed feet, stands proudly behind the other two ducks. The open green space and the dirt on the ground create a sense of tranquility and freedom.
dev-161-1-img0|three birds on the water. In the background we can see plants.
dev-352-0-img0|a bird and a baby bird. In the background the image is blur but we can see plants and objects.
dev-510-2-img0|A woman with long, disheveled blonde hair drinks from a beer bottle with her nose submerged in the bottle. The glass has a clear yellow liquid and the woman's hand is curled over the glass. The sky is gray and overcast behind her. The woman is wearing a red sweater and her lips are pursed. The bottle is tilted back and there is a small amount of liquid in it. The girl's left eye is closed and her head is tilted back. The woman's right ear is visible. The sweater is made of red yarn.
dev-36-0-img1|a person's hand holding an object. At the bottom of the image there is a person's leg. In the background of the image there is a person's hand.
dev-423-0-img0|a person sitting and a person standing. In the background we can see a person, television, flags, wall, and a board.
dev-157-2-img1|a bird in the water.
dev-330-1-img1|A close-up of a bird with a long beak and fluffy feathers. The bird's beak is grey and orange, with a crack between the top and bottom portions. The bird's feathers are white and grey, and its neck has fluffy feathers. The bird's eye is bright and expressive, and its right eye is closed. The bird's head is tilted upwards, and its tail feathers are extended. The bird's wings are spread out, and its grey downy neck feathers are visible.
dev-330-1-img1|A close-up of a bird with a long beak and fluffy feathers. The bird's beak is grey and orange, with a crack between the top and bottom portions. The bird's feathers are white and grey, and its neck has fluffy feathers. The bird's eye is bright and expressive, and its right eye is closed. The bird's head is tilted upwards, and its tail feathers are extended. The bird's wings are spread out, and its grey downy neck feathers are visible.
dev-362-2-img0|A duck stands on the ground in the wild.
dev-243-0-img1|three birds on the road. In the background, we can see the grass.
dev-922-2-img0|Two ducks stand gracefully in a field of tall, green grass. The sun shines upon their backs, illuminating their orange beaks and the vibrant leaves that adorn the surrounding landscape. The leaves of the tree are green, mirroring the hue of the grass below. The bird's chest is white, and its black feathers create a striking contrast against its gray plumage. The ducks' eyes are black, reflecting the serene beauty of the moment. Their feet are orange, and their beaks are orange, matching the vibrant color of the leaves. The field of tall grass is lush and verdant, providing a perfect backdrop for the presence of these graceful creatures.
dev-362-1-img1|Four ducks stand in a dirt field, their black and white feathers contrasting against the brown dirt. The orange bill of one duck is prominent, while the tail feathers of another duck are clearly visible. A goose with an orange beak and a leg of a bird are also present in the image. The green and brown grass in the background provides a picturesque backdrop, while the brown feathers on the back of one duck and the grey feathers on the back of another add a touch of variation. The webbed feet of one duck are evident, and the head of a bird is visible in the foreground.
dev-964-1-img1|two birds in the water.
dev-362-2-img0|A duck stands on the ground in the wild.
dev-362-2-img0|A duck stands on the ground in the wild.
dev-362-2-img0|A duck stands on the ground in the wild.
dev-98-1-img1|a bird flying. In the background we can see water, ground and sky.
dev-352-0-img0|a bird and a baby bird. In the background the image is blur but we can see plants and objects.
dev-410-0-img1|three birds on the ground. We can also see some grass, plants, stones, a fence, a board, a group of trees, a building and a group of people standing on the ground.
dev-352-1-img0|a group of birds on the ground, here is the grass, here is the water.
dev-330-2-img1|a bird on the ground. In the background we can see plants.
dev-330-2-img1|a bird on the ground. In the background we can see plants.
dev-362-3-img0|A group of ducks stand around a person, their gray feathers gleaming. The duck's tail is long and curved, its orange foot rests on the grass, and its eyes are black. The duck's beak is pointy and sharp, and its legs are orange. The man in the image has his arm outstretched, his hair is gray and black, and his pants are navy blue. He is holding two ducklings by their necks, and the baby ducks follow closely behind their parents. The grass is dark green and lush, and the back leg of the duck is visible.
dev-37-3-img0|a person sitting on the bench and holding a dog. In the background we can see a house, windows and a curtain.
dev-330-2-img1|a bird on the ground. In the background we can see plants.
dev-330-3-img0|two birds on the branch of a tree. In the background we can see trees and fruits.
dev-209-1-img1|a bird on the plant. In the background we can see a tree and a wall.
dev-793-2-img1|a bird.
dev-485-0-img0|two birds on the tree. In the background we can see the sky.
dev-190-0-img0|a man sitting on the ground and there is a warthog. In the background there are trees, grass, hills and sky with clouds.
dev-362-3-img0|A group of ducks stand around a person, their gray feathers gleaming. The duck's tail is long and curved, its orange foot rests on the grass, and its eyes are black. The duck's beak is pointy and sharp, and its legs are orange. The man in the image has his arm outstretched, his hair is gray and black, and his pants are navy blue. He is holding two ducklings by their necks, and the baby ducks follow closely behind their parents. The grass is dark green and lush, and the back leg of the duck is visible.
dev-362-3-img0|A group of ducks stand around a person, their gray feathers gleaming. The duck's tail is long and curved, its orange foot rests on the grass, and its eyes are black. The duck's beak is pointy and sharp, and its legs are orange. The man in the image has his arm outstretched, his hair is gray and black, and his pants are navy blue. He is holding two ducklings by their necks, and the baby ducks follow closely behind their parents. The grass is dark green and lush, and the back leg of the duck is visible.
dev-362-3-img0|A group of ducks stand around a person, their gray feathers gleaming. The duck's tail is long and curved, its orange foot rests on the grass, and its eyes are black. The duck's beak is pointy and sharp, and its legs are orange. The man in the image has his arm outstretched, his hair is gray and black, and his pants are navy blue. He is holding two ducklings by their necks, and the baby ducks follow closely behind their parents. The grass is dark green and lush, and the back leg of the duck is visible.
dev-404-0-img0|two parrots on the branch of a tree. In the background we can see leaves.
dev-330-3-img0|two birds on the branch of a tree. In the background we can see trees and fruits.
dev-330-3-img0|two birds on the branch of a tree. In the background we can see trees and fruits.
dev-330-3-img0|two birds on the branch of a tree. In the background we can see trees and fruits.
dev-330-3-img1|Two birds stand near the water, their beaks touching. One bird is a large white flamingo with a long neck and a small white featherless neck. The other bird is a small bird with a long neck and a large white featherless neck. The two birds are getting to know each other and are close to some water. They are out in the daytime and enjoying the day. The water is blue and reflects the sky. The birds are close to each other, their eyes and beaks touching. They are having a good time and appear to be getting along well.
dev-352-2-img0|Two large birds with long beaks stand side by side, their gray feathers and brown body feathers contrasting against the blurred trees. The birds have pink eyes and yellow beaks, their heads tilted upwards as if gazing at the sky. The left wing of one bird is extended, while the right wing of the other bird is outstretched. The two birds stand together, their long necks and gray chests prominent. The beak of the bird on the right is open, revealing the yellow interior of its beak. The trees in the background are gray, and the two birds stand in front of a large group of trees.
dev-473-2-img0|a cow and a bird on the ground. We can also see some grass, plants and a watermark on the image.
dev-352-0-img1|A close-up of a bird with a long beak, showcasing its vibrant white feathers and intricate black lines on its head. The bird's eye, a small black orb, shines brightly, reflecting the green leaves that surround it. The fern leaf next to the bird is mirrored on its right, creating a sense of balance and symmetry. The bird's wing and tail feathers are white, adorned with black stripes, while its beak is long and gray. The stomach of the bird is white, and its feathers next to the green leaves are green. The bird sits comfortably in the grass, its head resting on its wing.
dev-760-2-img0|In this image there are four ducks in the water.
dev-496-0-img0|a group of bottles on the ground. In the background, we can see a group of trees, buildings, poles and the sky.
dev-24-3-img0|a marine plant.
dev-362-3-img1|A large flock of geese stands on a brown grass field. The geese are white, with brown heads and long white necks. Some geese are cleaning themselves, while others are sleeping. A few geese are standing on one leg, while the rest are standing on two legs. The grass is short and brown, and the trees are tall and green. There is a pond behind the flock of geese, and a wood post in the water. The geese are together, and their feathers are white.
dev-362-3-img1|A large flock of geese stands on a brown grass field. The geese are white, with brown heads and long white necks. Some geese are cleaning themselves, while others are sleeping. A few geese are standing on one leg, while the rest are standing on two legs. The grass is short and brown, and the trees are tall and green. There is a pond behind the flock of geese, and a wood post in the water. The geese are together, and their feathers are white.
dev-362-3-img1|A large flock of geese stands on a brown grass field. The geese are white, with brown heads and long white necks. Some geese are cleaning themselves, while others are sleeping. A few geese are standing on one leg, while the rest are standing on two legs. The grass is short and brown, and the trees are tall and green. There is a pond behind the flock of geese, and a wood post in the water. The geese are together, and their feathers are white.
dev-853-3-img0|a syringe and a needle.
dev-17-1-img0|A set of medical syringes with color-coded needles and protective caps, ideal for safe and accurate fluid administration.
dev-98-2-img1|A pelican catching a fish in its mouth.
dev-330-3-img1|Two birds stand near the water, their beaks touching. One bird is a large white flamingo with a long neck and a small white featherless neck. The other bird is a small bird with a long neck and a large white featherless neck. The two birds are getting to know each other and are close to some water. They are out in the daytime and enjoying the day. The water is blue and reflects the sky. The birds are close to each other, their eyes and beaks touching. They are having a good time and appear to be getting along well.
dev-330-3-img1|Two birds stand near the water, their beaks touching. One bird is a large white flamingo with a long neck and a small white featherless neck. The other bird is a small bird with a long neck and a large white featherless neck. The two birds are getting to know each other and are close to some water. They are out in the daytime and enjoying the day. The water is blue and reflects the sky. The birds are close to each other, their eyes and beaks touching. They are having a good time and appear to be getting along well.
dev-363-0-img1|A group of birds stand around a dead animal in a field of green grass. The dead animal is surrounded by birds standing in the field and on the ground. A bird with a brown beak stands near the dead animal. A group of vultures gathers around the dead animal. The vultures have brown birds on their backs and red feathers on their heads. The vultures are standing in the grass and on the ground. The grass field is short and green. The leaves on the ground are dead.
dev-547-3-img0|A herd of zebras and wildebeest graze peacefully in a field of tall green grass. The zebra's black stripes and white ears are prominent features in the image. A large green tree stands tall in the distance, while a herd of wildebeest grazes nearby. The zebra's black tail and part of its body are visible, as is the ear of a zebra and its mane. A small herd of zebras can be seen in the foreground, while a part of a bush and the name "zebras and gnus" are also included in the image.
dev-330-3-img1|Two birds stand near the water, their beaks touching. One bird is a large white flamingo with a long neck and a small white featherless neck. The other bird is a small bird with a long neck and a large white featherless neck. The two birds are getting to know each other and are close to some water. They are out in the daytime and enjoying the day. The water is blue and reflects the sky. The birds are close to each other, their eyes and beaks touching. They are having a good time and appear to be getting along well.
dev-331-0-img0|a person's hand and an animal on the surface.
dev-505-2-img0|a hyena eating a zebra. In the background we can see vultures.
dev-889-1-img0|A herd of animals graze on a dry grass field. The tall brown grass covers the ground, while the parched grass lies beneath the animals. A sheep lies down, its white wool shining in the sun. A brown goat stands proudly, while a brown sheep rests its head on its legs. The llamas, tall and majestic, graze peacefully. A black and white animal lies down, its coat contrasting sharply with the brown grass. A small brown animal stands in the grass, its eyes gazing towards the horizon. The field is filled with bushes and shrubs, their branches reaching out like welcoming arms. The dirt path winds through the field, leading to a distant horizon.
dev-957-0-img1|A lioness is attacking a buffalo in a green grassy field. The lioness is yellow and the buffalo is brown. The dirt is kicked up between the animal and the ground, and the tail of the lioness is extended. The ox has two horns and the lioness is jumping on the ox. The sky is clear and blue. The lioness's paws are on the ground, and she is biting the neck of the buffalo. The grass is long and thick. The lioness is leaping in the air, and the buffalo is standing on the grass.
dev-80-0-img0|a rat on the person's hand.
dev-755-1-img1|a rat on the floor. Here we can see some edited text.
dev-331-2-img1|a rat on the surface. In the background we can see a wall.
dev-363-0-img1|A group of birds stand around a dead animal in a field of green grass. The dead animal is surrounded by birds standing in the field and on the ground. A bird with a brown beak stands near the dead animal. A group of vultures gathers around the dead animal. The vultures have brown birds on their backs and red feathers on their heads. The vultures are standing in the grass and on the ground. The grass field is short and green. The leaves on the ground are dead.
dev-363-0-img1|A group of birds stand around a dead animal in a field of green grass. The dead animal is surrounded by birds standing in the field and on the ground. A bird with a brown beak stands near the dead animal. A group of vultures gathers around the dead animal. The vultures have brown birds on their backs and red feathers on their heads. The vultures are standing in the grass and on the ground. The grass field is short and green. The leaves on the ground are dead.
dev-363-0-img1|A group of birds stand around a dead animal in a field of green grass. The dead animal is surrounded by birds standing in the field and on the ground. A bird with a brown beak stands near the dead animal. A group of vultures gathers around the dead animal. The vultures have brown birds on their backs and red feathers on their heads. The vultures are standing in the grass and on the ground. The grass field is short and green. The leaves on the ground are dead.
dev-829-3-img0|Two ferrets are feasting on a piece of meat, their eyes gleaming with contentment. One ferret, its white fur gleaming, bites intently into the meat, while the other, its black and white coat contrasting the first, eats alongside its companion. The meat, pink and dripping with juice, is a testament to the ferrets' appetite. The surrounding fur of the ferrets is fluffy and soft, while their ears are perked up, alert to their surroundings. The table, adorned with a brown tablecloth and a white plate, provides a backdrop for this feast. The grey floor beneath their paws creates a sense of grounding, while the large object the ferrets are chewing on adds a sense of scale to the scene.
dev-331-1-img0|a person's hand holding an animal.
dev-331-1-img0|a person's hand holding an animal.
dev-363-1-img0|A flock of birds stands on the ground in a forest clearing. The birds are eating something from the ground and appear to be resting. The grass in the forefront is green, while the dry grass behind the birds is brown. The trees in the background are tall and lush, with small green leaves. The bird in the center of the image is black, with a brown neck and orange legs. The vulture in the foreground is large and black, with a white patch on its ground.
dev-355-2-img0|a dog, grass, plants, stones, chairs, table, umbrella, trees, and few objects. In the background there is sky.
dev-266-2-img1|Two cows stand peacefully in a field, their long tails flowing behind them. The house, a small white structure, sits in the foreground, with a stack of wood and a wood picnic table outside. A tall green tree, leaning to the right, casts long shadows across the grass. The forest lies in the background, its emerald leaves rustling in the breeze. A wooden fence and a tall green tree stand prominently in front of the house. The sky is clear, and the sun shines down on the cows, illuminating their brown coats.
dev-363-0-img1|A group of birds stand around a dead animal in a field of green grass. The dead animal is surrounded by birds standing in the field and on the ground. A bird with a brown beak stands near the dead animal. A group of vultures gathers around the dead animal. The vultures have brown birds on their backs and red feathers on their heads. The vultures are standing in the grass and on the ground. The grass field is short and green. The leaves on the ground are dead.
dev-331-1-img0|a person's hand holding an animal.
dev-332-1-img0|a bowl with food and a wooden spoon.
dev-438-3-img1|a plate containing food and a fork placed on the surface.
dev-187-0-img0|A bowl of mashed potatoes with green onions on a table. The mashed potatoes are in a white dish, and the green onions are on top of the mashed potatoes. There is a black background behind the bowl of mashed potatoes. The edge of the bowl is visible. A bowl of mashed potatoes with parsley is also on the table. The silver top of the pepper shaker is visible. A white dish with mashed potatoes is on the table. The green onions are on top of the mashed potatoes. The table beneath the bowl of mashed potatoes is visible. The handle of the utensil is on the table. The white bowl on the table is visible. The potatoes in the white bowl are visible. The parsley on the mashed potatoes is visible.
dev-187-3-img0|a bowl with food and a spoon.
dev-772-1-img1|a bowl with some food in it.
dev-363-1-img0|A flock of birds stands on the ground in a forest clearing. The birds are eating something from the ground and appear to be resting. The grass in the forefront is green, while the dry grass behind the birds is brown. The trees in the background are tall and lush, with small green leaves. The bird in the center of the image is black, with a brown neck and orange legs. The vulture in the foreground is large and black, with a white patch on its ground.
dev-607-0-img0|a bowl containing food placed on the surface.
dev-332-1-img0|a bowl with food and a wooden spoon.
dev-332-1-img0|a bowl with food and a wooden spoon.
dev-363-2-img1|A bird stands on a pile of trash in a flooded forest. The bird is white with black wings and a black tail. The trash pile consists of a cut tree trunk, an old tire, a washed-up can, and a section of a river. The water surrounding the bird is murky and filled with debris. The bird's legs are dark gray, and its tail feathers are black. The bird's head is turned to the side, and its beak is large. The bird's underbelly is white, and its legs are skinny.
dev-332-1-img0|a bowl with food and a wooden spoon.
dev-33-2-img1|a woman standing and holding a cap in her hand. In the background we can see a group of people, a speaker, a banner and a roof.
dev-33-1-img0|a group of women in bikinis hold coors light beer cans.
dev-410-1-img1|A large white bird with a long beak stands proudly on the ground, its white tail feather prominently displayed. The bird sits down, its light yellow chest visible. A small wooden stake sits nearby, and a long stick rests in front of the bird. The plant in front of the bird is green, and a shadow stretches across the ground beneath its massive frame. The bird's wing is white, and its beak is long and orange. The weed grows around the bird, and its fur is white. The legs of the bird are visible, and its tail feathers are white. The bird's eye is yellow, and its beak is orange. The bird's wing and tail are white, and its body is white. The bird sits on the ground, its black feathers visible. The weed next to the bird is brown, and the wooden pin in the ground is visible.
dev-33-1-img1|a girl in a gold and pink bikini stands in front of a banner for daniel's
dev-761-1-img0|a group of people standing. In that a woman is holding a mobile phone.
dev-963-3-img0|a group of women standing on the road. On the right side of the image we can see a man standing. In the background, we can see a fence, a building and a tree.
dev-363-2-img0|Two birds perched on a branch near a tree, their white feathers gleaming. The branch, thick with leaves, provides a sturdy perch. The birds' beaks, orange and sharp, are closed, their wings folded neatly behind their backs. The white underbelly of the bird on the right contrasts with its black feathers, while the feathers on the left are black. The eye of the bird on the left is brown, and its head is turned towards its companion. The two birds look at each other, their eyes locked in a silent conversation. The leaves of the tree rustle in the breeze, and the plant next to the branch flourishes.
dev-363-2-img0|Two birds perched on a branch near a tree, their white feathers gleaming. The branch, thick with leaves, provides a sturdy perch. The birds' beaks, orange and sharp, are closed, their wings folded neatly behind their backs. The white underbelly of the bird on the right contrasts with its black feathers, while the feathers on the left are black. The eye of the bird on the left is brown, and its head is turned towards its companion. The two birds look at each other, their eyes locked in a silent conversation. The leaves of the tree rustle in the breeze, and the plant next to the branch flourishes.
dev-363-2-img0|Two birds perched on a branch near a tree, their white feathers gleaming. The branch, thick with leaves, provides a sturdy perch. The birds' beaks, orange and sharp, are closed, their wings folded neatly behind their backs. The white underbelly of the bird on the right contrasts with its black feathers, while the feathers on the left are black. The eye of the bird on the left is brown, and its head is turned towards its companion. The two birds look at each other, their eyes locked in a silent conversation. The leaves of the tree rustle in the breeze, and the plant next to the branch flourishes.
dev-363-3-img0|two birds on the ground. In the background we can see grass.
dev-363-3-img1|a group of birds on the ground. In the background, we can see the grass.
dev-485-3-img1|birds on the ground. In the background we can see grass.
dev-590-3-img1|A group of people are sitting by the swimming pool, enjoying the warm weather. The sun shines down on their faces as they relax and socialize. The pool is filled with water and people are swimming and playing. A white beach umbrella provides shade for the group. A man has his arm around a woman, and a couple with hand on head are sitting in the shade of the umbrella. A woman is wearing a hat and a striped bikini. A man is wearing black sandals and a woman is wearing a bikini. The girl has on a white hat and the woman with bright red hair is sitting in the sun. The parasol is white and the buildings in the background are tall. The view of the water is serene.
dev-33-2-img1|a woman standing and holding a cap in her hand. In the background we can see a group of people, a speaker, a banner and a roof.
dev-33-2-img1|a woman standing and holding a cap in her hand. In the background we can see a group of people, a speaker, a banner and a roof.
dev-485-1-img1|a bird on the ground. In the background we can see plants and sky.
dev-243-1-img0|a duck and ducklings on the ground. In the background we can see grass.
dev-363-3-img0|two birds on the ground. In the background we can see grass.
dev-363-3-img0|two birds on the ground. In the background we can see grass.
dev-363-3-img0|two birds on the ground. In the background we can see grass.
dev-363-3-img1|a group of birds on the ground. In the background, we can see the grass.
dev-370-2-img0|Two birds perched on a branch of a tree, a large branch in the photo, with a clear blue sky above. The large brown bird and the big black bird are prominently featured in the image. The branch below the two birds is broken, while another branch to the right of the photo is broken as well. The vultures sitting on the broken branch are visible in the image. The eye of the bird, the beak of the bird, and the wing of the bird are also prominent features. The clear sky and the branch of the tree below the birds create a serene and visually appealing setting.
dev-133-1-img0|a bird standing on the dead animal. In the background we can see water, plants and flowers.
dev-133-0-img0|a bird on the ground. We can also see some plants and the grass.
dev-133-3-img0|a bird on the rock. In the background we can see trees and grass.
dev-793-0-img1|a bird.
dev-431-0-img0|A spacious bathroom featuring a large tub and a double sink. The walls are painted beige, and the cabinets are white. The bathroom has a fancy tile floor and a chandelier hanging from the ceiling. The tub is white, and the sink is white. There is a flower in a vase on the counter, and a vase with pink flowers on the ledge. The room is very spacious and is perfect for relaxing.
dev-681-3-img1|A hair salon with a lot of chairs and mirrors. The chair has wheels and is silver and black. The light is on the ceiling and there are rows of lights on the ceiling. The wall is painted blue and the floor is white. There is a large mirror on the wall and a wall full of mirrors. The soap dispenser is yellow and the bottle is on a shelf. The card reader is black and on the counter. The speakers are on the ceiling and there is a sound system.
dev-363-3-img1|a group of birds on the ground. In the background, we can see the grass.
dev-363-3-img1|a group of birds on the ground. In the background, we can see the grass.
dev-363-3-img1|a group of birds on the ground. In the background, we can see the grass.
dev-36-3-img0|a cat on the table. We can also see a cloth, syringes, a mat, a wooden floor, a rack with bottles in it and a wall.
dev-37-3-img1|A woman is laying in bed with a large dog. The woman has brown hair and is wearing a black sweater and a blue shirt underneath. The dog is black and gray and is lying down on the bed. The dog's head is resting on the pillow. The woman is holding the dog's back leg. The dog's tail is visible. The wall behind the woman is wooden. The bed is white and the blanket is white. There are two pillows on the bed. The woman is laying in bed with her arm around the dog.
dev-870-1-img0|a woman sitting on the sofa and holding a box. We can also see a dog sitting beside her. On the backside we can see some pillows and a wall.
dev-727-1-img0|A woman is standing on a patio with a large dog in her arms, the dog is standing on its hind legs and licking the woman's face. The woman is wearing a grey shirt and black tights, and has blonde hair. There is a white fence behind the dog, and a white chair in the background. The dog has a brown and white coat, and the woman's hair is blonde. The dog is biting the woman's hand, and the woman is crying. The image also includes a swing set behind the fence, and a house in the background.
dev-301-3-img0|A wooden staircase illuminated by a warm glow, showcasing a rustic and elegant atmosphere. The staircase, crafted from brown wood, exudes a sense of vintage charm, while the metal railing provides a sturdy grip. The picture frame, adorned with a black border, showcases a white picture, illuminating the space. The railing, crafted from wood, is adorned with a black iron railing, adding a touch of industrial elegance. The logs, stacked neatly, create a sense of warmth and rustic ambiance. The light switch, positioned on the wall, controls the ambient illumination, while the pictures hanging on the wall add a personal touch. The overall design exudes a sense of warmth, comfort, and sophistication.
